"County","FIPS","Region","Definition","Strata","Race","Year","Mean","LL95","UL95","Numerator","Denominator"
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Asian","2016",37.266415488289,NA,NA,NA,10658
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","AfricanAm","2016",40.5725584601402,NA,NA,NA,2304
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Latino","2016",48.4225733061023,NA,NA,NA,84092
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","NHOPI","2016",33.9422765660424,NA,NA,NA,292
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","White","2016",31.2289393942154,NA,NA,NA,156397
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Multiple","2016",34.1405404755618,NA,NA,NA,7049
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Other","2016",37.167085776163,NA,NA,NA,612
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Total","2016",37.1906711862032,NA,NA,NA,262382
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Total","2011",37.5506566,NA,NA,NA,262382
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Other","2011",37.4907713,NA,NA,NA,612
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Multiple","2011",34.3735605,NA,NA,NA,7049
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","White","2011",31.5339537,NA,NA,NA,156397
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","NHOPI","2011",34.29846,NA,NA,NA,292
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Latino","2011",48.9097783,NA,NA,NA,84092
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","AfricanAm","2011",40.8086022,NA,NA,NA,2304
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","Asian","2011",37.5479861,NA,NA,NA,10658
"Santa Cruz",6087,"Central Coast","Percent impervious surface cover","population-weighted","AIAN","2011",39.1646903,NA,NA,NA,978
"Shasta",6089,"North","Percent impervious surface cover","area-weighted","Total","2016",0.716669377347031,NA,NA,NA,NA
"Shasta",6089,"North","Percent impervious surface cover","area-weighted","Total","2011",0.6903264,NA,NA,NA,NA
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","AIAN","2016",24.2582692377738,NA,NA,NA,4162
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Asian","2016",30.494422358801,NA,NA,NA,4297
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","AfricanAm","2016",31.0846624547148,NA,NA,NA,1438
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Latino","2016",27.7581373686771,NA,NA,NA,14878
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","NHOPI","2016",27.5782002004828,NA,NA,NA,232
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","White","2016",23.5091135908621,NA,NA,NA,146044
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Multiple","2016",26.0903574803696,NA,NA,NA,5960
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Other","2016",22.1785253643026,NA,NA,NA,212
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Total","2016",24.2047599869904,NA,NA,NA,177223
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Total","2011",24.140715,NA,NA,NA,177223
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Other","2011",22.1608233,NA,NA,NA,212
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Multiple","2011",26.0669054,NA,NA,NA,5960
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","White","2011",23.4583405,NA,NA,NA,146044
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","NHOPI","2011",27.596625,NA,NA,NA,232
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Latino","2011",27.576337,NA,NA,NA,14878
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","AfricanAm","2011",30.9109799,NA,NA,NA,1438
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","Asian","2011",30.4680845,NA,NA,NA,4297
"Shasta",6089,"North","Percent impervious surface cover","population-weighted","AIAN","2011",24.0790333,NA,NA,NA,4162
"Sierra",6091,"North Sierra","Percent impervious surface cover","area-weighted","Total","2016",0.244859789914545,NA,NA,NA,NA
"Sierra",6091,"North Sierra","Percent impervious surface cover","area-weighted","Total","2011",0.2723358,NA,NA,NA,NA
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","AIAN","2016",17.5723121986249,NA,NA,NA,41
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Asian","2016",5.97937166752017,NA,NA,NA,12
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","AfricanAm","2016",21.230324837586,NA,NA,NA,5
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Latino","2016",18.0247834328009,NA,NA,NA,269
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","NHOPI","2016",5.831782390835,NA,NA,NA,2
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","White","2016",10.1262132806094,NA,NA,NA,2855
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Multiple","2016",12.4938685870637,NA,NA,NA,55
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Other","2016",0.174147832043,NA,NA,NA,1
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Total","2016",10.9124614286442,NA,NA,NA,3240
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Total","2011",10.8521861,NA,NA,NA,3240
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Other","2011",0.3531133,NA,NA,NA,1
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Multiple","2011",13.0596496,NA,NA,NA,55
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","White","2011",10.0087151,NA,NA,NA,2855
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","NHOPI","2011",5.4146205,NA,NA,NA,2
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Latino","2011",18.4180938,NA,NA,NA,269
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","AfricanAm","2011",20.9754686,NA,NA,NA,5
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","Asian","2011",6.4082637,NA,NA,NA,12
"Sierra",6091,"North Sierra","Percent impervious surface cover","population-weighted","AIAN","2011",17.5318896,NA,NA,NA,41
"Siskiyou",6093,"North","Percent impervious surface cover","area-weighted","Total","2016",0.415530618182852,NA,NA,NA,NA
"Siskiyou",6093,"North","Percent impervious surface cover","area-weighted","Total","2011",0.3694952,NA,NA,NA,NA
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","AIAN","2016",16.3000941676887,NA,NA,NA,1549
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Asian","2016",22.7492929344141,NA,NA,NA,528
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","AfricanAm","2016",25.7424533568303,NA,NA,NA,552
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Latino","2016",25.0469963976448,NA,NA,NA,4615
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","NHOPI","2016",24.6367422564108,NA,NA,NA,69
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","White","2016",17.5604464698427,NA,NA,NA,35683
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Multiple","2016",19.1336493264285,NA,NA,NA,1840
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Other","2016",17.7082567525604,NA,NA,NA,64
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Total","2016",18.5236684053224,NA,NA,NA,44900
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Total","2011",18.0517313,NA,NA,NA,44900
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Other","2011",17.5899873,NA,NA,NA,64
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Multiple","2011",18.4553784,NA,NA,NA,1840
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","White","2011",17.2266265,NA,NA,NA,35683
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","NHOPI","2011",20.6255002,NA,NA,NA,69
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Latino","2011",24.2072692,NA,NA,NA,4615
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","AfricanAm","2011",24.4583016,NA,NA,NA,552
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","Asian","2011",21.188561,NA,NA,NA,528
"Siskiyou",6093,"North","Percent impervious surface cover","population-weighted","AIAN","2011",14.7880721,NA,NA,NA,1549
"Solano",6095,"Bay Area","Percent impervious surface cover","area-weighted","Total","2016",6.14720578878642,NA,NA,NA,NA
"Solano",6095,"Bay Area","Percent impervious surface cover","area-weighted","Total","2011",6.1292675,NA,NA,NA,NA
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2016",51.9031942667576,NA,NA,NA,1864
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2016",54.3065960121525,NA,NA,NA,59027
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2016",55.694012361907,NA,NA,NA,58743
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2016",54.6942237624072,NA,NA,NA,99356
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2016",54.9287940209588,NA,NA,NA,3243
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","White","2016",48.9974183465175,NA,NA,NA,168628
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2016",53.4174564603769,NA,NA,NA,21020
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Other","2016",47.4717246804268,NA,NA,NA,1463
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Total","2016",52.3556779792352,NA,NA,NA,413344
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Total","2011",52.2368557,NA,NA,NA,413344
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Other","2011",47.408113,NA,NA,NA,1463
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2011",53.2798105,NA,NA,NA,21020
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","White","2011",48.8492347,NA,NA,NA,168628
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2011",55.0029643,NA,NA,NA,3243
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2011",54.6279508,NA,NA,NA,99356
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2011",55.6272613,NA,NA,NA,58743
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2011",54.1244872,NA,NA,NA,59027
"Solano",6095,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2011",51.8429407,NA,NA,NA,1864
"Sonoma",6097,"Bay Area","Percent impervious surface cover","area-weighted","Total","2016",3.17172738871591,NA,NA,NA,NA
"Sonoma",6097,"Bay Area","Percent impervious surface cover","area-weighted","Total","2011",3.2366096,NA,NA,NA,NA
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","AIAN","2016",41.1683427399397,NA,NA,NA,3584
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","Asian","2016",45.4126685026105,NA,NA,NA,17777
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","AfricanAm","2016",46.5450346540879,NA,NA,NA,6769
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","Latino","2016",45.1829006371413,NA,NA,NA,120430
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","NHOPI","2016",44.4012526759089,NA,NA,NA,1434
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","White","2016",35.2681644732501,NA,NA,NA,320027
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2016",40.3476669558503,NA,NA,NA,12944
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","Other","2016",38.833876835153,NA,NA,NA,913
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","Total","2016",38.4797594232597,NA,NA,NA,483878
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","Total","2011",38.3771297,NA,NA,NA,483878
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","Other","2011",38.6698056,NA,NA,NA,913
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","Multiple","2011",40.237765,NA,NA,NA,12944
"Sonoma",6097,"Bay Area","Percent impervious surface cover","population-weighted","White","2011",35.176168,NA,NA,NA,320027
